day,time_start,time_end,origin_code,origin_sta_code,destination_code,destination_sta_code,load
weekday,09:00,10:00,6200,217,6200,314,117
weekday,09:00,10:00,6600,422,6600,422,117
weekday,09:00,10:00,8600,125,8600,124,117
weekday,09:00,10:00,6200,422,6600,612,117
weekday,09:00,10:00,6200,112,6200,111,117
weekday,09:00,10:00,6200,111,6200,413,117
weekday,09:00,10:00,5000,211,5000,211,117
weekday,09:00,10:00,5000,337,5000,337,116
weekday,09:00,10:00,6200,521,6200,511,116
weekday,09:00,10:00,6200,113,6200,212,116
weekday,09:00,10:00,6600,222,6600,222,115
weekday,09:00,10:00,6200,212,6200,312,115
weekday,09:00,10:00,6200,222,6200,217,115
weekday,09:00,10:00,5000,823,5000,823,115
weekday,09:00,10:00,5000,746,6600,626,115
weekday,09:00,10:00,5000,522,5000,522,115
weekday,09:00,10:00,6200,513,6200,522,115
weekday,09:00,10:00,9700,32,9700,32,115
weekday,09:00,10:00,6200,412,6200,321,114
weekday,09:00,10:00,5000,557,5000,552,114
weekday,09:00,10:00,6200,228,8300,614,114
weekday,09:00,10:00,6200,225,6200,222,114
weekday,09:00,10:00,7200,9,7200,9,113
weekday,09:00,10:00,6200,228,8300,623,113
weekday,09:00,10:00,6600,112,6600,113,113
weekday,09:00,10:00,6400,65,6400,65,112
weekday,09:00,10:00,5000,736,6200,111,112
weekday,09:00,10:00,5000,921,5000,921,112
weekday,09:00,10:00,3000,1021,3000,1021,112
weekday,09:00,10:00,5000,914,5000,626,111
weekday,09:00,10:00,6200,212,6200,321,111
weekday,09:00,10:00,6200,313,6200,512,111
weekday,09:00,10:00,6200,411,6200,412,111
weekday,09:00,10:00,5000,531,5000,533,111
weekday,09:00,10:00,6200,225,6200,214,111
weekday,09:00,10:00,6200,423,6200,512,110
weekday,09:00,10:00,6200,224,6200,217,110
weekday,09:00,10:00,6200,312,6200,212,110
weekday,09:00,10:00,6200,226,8300,625,110
weekday,09:00,10:00,5000,747,6200,412,110
weekday,09:00,10:00,8300,623,6200,228,110
weekday,09:00,10:00,6200,321,6200,212,109
weekday,09:00,10:00,6200,312,6200,228,109
weekday,09:00,10:00,6200,217,6200,221,109
weekday,09:00,10:00,6200,221,6200,228,109
weekday,09:00,10:00,6600,513,6200,521,109
weekday,09:00,10:00,8600,213,8600,213,108
weekday,09:00,10:00,6200,511,6200,521,108
weekday,09:00,10:00,8300,514,8300,621,108
weekday,09:00,10:00,6200,222,6200,212,108
weekday,09:00,10:00,6200,228,8300,625,107
weekday,09:00,10:00,6200,322,6200,421,107
weekday,09:00,10:00,6200,521,6200,514,107
weekday,09:00,10:00,6200,422,6200,514,107
weekday,09:00,10:00,5000,215,5000,215,107
weekday,09:00,10:00,1304,2,1304,2,106
weekday,09:00,10:00,6200,412,6200,411,106
weekday,09:00,10:00,7000,12,7000,12,106
weekday,09:00,10:00,1761,1,1761,1,105
weekday,09:00,10:00,6200,412,6200,113,105
weekday,09:00,10:00,6200,214,6200,225,105
weekday,09:00,10:00,6300,33,6300,33,105
weekday,09:00,10:00,6200,217,6200,313,105
weekday,09:00,10:00,6200,215,6200,225,104
weekday,09:00,10:00,6200,315,6200,322,104
weekday,09:00,10:00,5000,347,5000,347,104
weekday,09:00,10:00,7000,13,7000,13,103
weekday,09:00,10:00,6200,113,6200,411,103
weekday,09:00,10:00,6200,313,6200,217,103
weekday,09:00,10:00,5000,626,5000,914,103
weekday,09:00,10:00,6200,223,6200,314,103
weekday,09:00,10:00,6200,322,6200,111,102
weekday,09:00,10:00,6200,514,6200,422,102
weekday,09:00,10:00,6200,512,6200,311,101
weekday,09:00,10:00,6200,115,6200,315,101
weekday,09:00,10:00,2400,11,2400,11,101
weekday,09:00,10:00,6600,113,6600,112,100
weekday,09:00,10:00,6600,621,6200,413,100
weekday,09:00,10:00,5000,436,5000,436,100
weekday,09:00,10:00,6200,217,6200,225,100
weekday,09:00,10:00,6200,111,6200,322,100
weekday,09:00,10:00,2600,11,2600,13,100
weekday,09:00,10:00,5000,415,5000,415,99
weekday,09:00,10:00,6200,213,6200,228,99
weekday,09:00,10:00,6600,513,6200,228,98
weekday,09:00,10:00,5000,514,5000,514,98
weekday,09:00,10:00,8300,515,8300,515,98
weekday,09:00,10:00,5000,552,5000,557,98
weekday,09:00,10:00,6200,512,6200,313,97
weekday,09:00,10:00,2650,36,2650,36,97
weekday,09:00,10:00,2600,13,2600,11,97
weekday,09:00,10:00,8400,432,8400,432,97
weekday,09:00,10:00,6200,217,6200,222,97
weekday,09:00,10:00,5000,613,5000,621,97
weekday,09:00,10:00,5000,422,5000,422,97
weekday,09:00,10:00,6200,413,6600,621,96
weekday,09:00,10:00,729,1,729,1,96
weekday,09:00,10:00,6600,216,6600,216,96
weekday,09:00,10:00,6200,512,6200,423,95
weekday,09:00,10:00,5000,734,5000,734,95
weekday,09:00,10:00,6200,212,6200,322,95
weekday,09:00,10:00,8300,531,8300,531,94
weekday,09:00,10:00,6600,312,6600,312,94
weekday,09:00,10:00,5000,722,5000,725,94
weekday,09:00,10:00,5000,555,5000,555,94
weekday,09:00,10:00,6200,312,6200,422,94
weekday,09:00,10:00,6600,522,6600,522,94
weekday,09:00,10:00,6200,226,6200,214,93
weekday,09:00,10:00,8600,323,8600,323,93
weekday,09:00,10:00,6200,111,6200,321,92
weekday,09:00,10:00,5000,223,5000,223,92
weekday,09:00,10:00,6200,113,6200,412,92
weekday,09:00,10:00,6200,411,6200,113,92
weekday,09:00,10:00,6200,214,6200,315,92
weekday,09:00,10:00,5000,815,5000,626,92
weekday,09:00,10:00,2610,17,2610,17,92
weekday,09:00,10:00,8300,625,6200,228,92
weekday,09:00,10:00,6200,314,6200,223,91
weekday,09:00,10:00,681,1,681,1,91
weekday,09:00,10:00,5000,626,5000,611,91
weekday,09:00,10:00,6200,215,6200,224,91
weekday,09:00,10:00,1304,3,1304,3,90
weekday,09:00,10:00,6200,228,6200,113,90
weekday,09:00,10:00,28,1,28,1,90
weekday,09:00,10:00,8300,614,6200,228,90
weekday,09:00,10:00,6600,323,6600,323,90
weekday,09:00,10:00,6200,313,6200,321,90
weekday,09:00,10:00,6200,322,6200,315,90
weekday,09:00,10:00,6200,514,6200,521,90
weekday,09:00,10:00,6200,114,6200,112,89
weekday,09:00,10:00,5000,326,5000,326,89
weekday,09:00,10:00,6600,613,6600,612,89
weekday,09:00,10:00,6200,421,6200,322,89
weekday,09:00,10:00,6200,315,6200,115,89
weekday,09:00,10:00,8300,622,8300,623,88
weekday,09:00,10:00,9400,3,9400,3,88
weekday,09:00,10:00,8300,621,6600,511,88
weekday,09:00,10:00,6200,224,6200,221,88
weekday,09:00,10:00,6600,111,6600,113,88
weekday,09:00,10:00,1748,1,1746,1,88
weekday,09:00,10:00,6600,511,8300,621,87
weekday,09:00,10:00,6200,217,6200,224,87
weekday,09:00,10:00,5000,334,5000,334,87
weekday,09:00,10:00,7200,8,7200,8,87
weekday,09:00,10:00,5000,736,6200,113,86
weekday,09:00,10:00,6200,316,6200,217,86
weekday,09:00,10:00,6200,226,6200,224,86
weekday,09:00,10:00,6600,612,6600,613,86
weekday,09:00,10:00,6200,114,6200,228,86
weekday,09:00,10:00,5000,341,5000,341,86
weekday,09:00,10:00,6400,66,6400,66,85
weekday,09:00,10:00,6200,228,6200,213,84
weekday,09:00,10:00,8400,123,8400,123,84
weekday,09:00,10:00,8300,621,8300,514,84
weekday,09:00,10:00,6200,412,6200,111,84
weekday,09:00,10:00,5000,621,5000,613,84
weekday,09:00,10:00,5000,626,5000,815,84
weekday,09:00,10:00,6200,215,6200,212,84
weekday,09:00,10:00,6200,513,6600,514,84
weekday,09:00,10:00,6200,422,6200,312,84
weekday,09:00,10:00,5000,432,5000,435,84
weekday,09:00,10:00,6600,113,565,3,84
weekday,09:00,10:00,5000,611,5000,613,84
weekday,09:00,10:00,565,3,6600,113,84
weekday,09:00,10:00,5000,124,5000,124,83
weekday,09:00,10:00,6200,115,6200,316,83
weekday,09:00,10:00,6200,411,6200,316,83
weekday,09:00,10:00,8600,112,8600,112,83
weekday,09:00,10:00,6200,522,8300,613,83
weekday,09:00,10:00,6200,315,6200,228,83
weekday,09:00,10:00,8300,511,8300,511,82
weekday,09:00,10:00,6200,217,6200,316,82
weekday,09:00,10:00,1746,1,1748,1,82
weekday,09:00,10:00,6200,322,6200,212,82
weekday,09:00,10:00,5000,423,5000,423,82
weekday,09:00,10:00,6200,228,6200,312,82
weekday,09:00,10:00,6200,228,6200,421,82
weekday,09:00,10:00,6200,423,6200,322,82
weekday,09:00,10:00,6200,312,6200,313,81
weekday,09:00,10:00,6100,413,6100,413,81
weekday,09:00,10:00,6200,217,6200,321,81
weekday,09:00,10:00,8300,114,8300,114,81
weekday,09:00,10:00,5000,513,5000,513,81
weekday,09:00,10:00,6200,228,6200,114,81
weekday,09:00,10:00,6200,212,6200,221,81
weekday,09:00,10:00,6200,221,6200,224,81
weekday,09:00,10:00,6600,212,6600,212,81
weekday,09:00,10:00,5000,613,5000,611,81
weekday,09:00,10:00,6200,221,6200,212,81
weekday,09:00,10:00,6200,321,6200,217,80
weekday,09:00,10:00,6200,214,6200,223,80
weekday,09:00,10:00,6200,214,6200,226,80
weekday,09:00,10:00,6600,214,6600,214,80
weekday,09:00,10:00,5000,725,5000,722,80
weekday,09:00,10:00,6200,322,6200,228,79
weekday,09:00,10:00,6200,113,6200,228,79
weekday,09:00,10:00,6200,312,6200,421,79
weekday,09:00,10:00,5000,232,5000,232,79
weekday,09:00,10:00,6200,511,6600,514,79
weekday,09:00,10:00,8300,111,8300,112,79
weekday,09:00,10:00,6200,412,6200,316,79
weekday,09:00,10:00,7900,311,7900,311,79
weekday,09:00,10:00,6200,221,6200,222,79
weekday,09:00,10:00,5000,533,5000,531,79
weekday,09:00,10:00,4000,231,4000,231,79
weekday,09:00,10:00,5000,611,5000,626,79
weekday,09:00,10:00,2660,9,2660,9,78
weekday,09:00,10:00,8300,622,8300,613,78
weekday,09:00,10:00,6200,421,6600,621,78
weekday,09:00,10:00,6600,513,6200,514,78
weekday,09:00,10:00,8600,134,8600,134,78
weekday,09:00,10:00,681,4,681,4,78
weekday,09:00,10:00,5000,511,5000,521,78
weekday,09:00,10:00,6200,315,6200,214,78
weekday,09:00,10:00,6200,423,6200,511,78
weekday,09:00,10:00,6200,412,6600,626,78
weekday,09:00,10:00,5000,715,5000,712,77
weekday,09:00,10:00,5000,314,5000,314,77
weekday,09:00,10:00,6200,523,8300,621,77
weekday,09:00,10:00,8400,113,8400,113,77
weekday,09:00,10:00,6200,322,6200,423,77
weekday,09:00,10:00,6200,223,6200,214,77
weekday,09:00,10:00,6600,334,6600,334,77
weekday,09:00,10:00,6200,313,6200,312,77
weekday,09:00,10:00,232,1,232,1,77
weekday,09:00,10:00,8300,612,8300,612,77
weekday,09:00,10:00,5000,317,5000,317,76
weekday,09:00,10:00,6600,514,6200,513,76
weekday,09:00,10:00,5000,544,5000,544,76
weekday,09:00,10:00,6600,622,6600,622,76
weekday,09:00,10:00,6200,316,6200,411,76
weekday,09:00,10:00,229,1,229,1,75
weekday,09:00,10:00,2620,8,2620,8,75
weekday,09:00,10:00,6200,217,6200,223,75
weekday,09:00,10:00,7200,7,7200,7,75
weekday,09:00,10:00,6200,223,6200,217,75
weekday,09:00,10:00,6200,513,6200,228,75
weekday,09:00,10:00,6200,411,6200,114,75
weekday,09:00,10:00,6200,112,6200,114,75
weekday,09:00,10:00,8300,412,8300,412,74
weekday,09:00,10:00,6200,228,6200,513,74
weekday,09:00,10:00,5000,736,5000,725,74
weekday,09:00,10:00,6200,223,6200,511,74
weekday,09:00,10:00,2650,12,2650,12,74
weekday,09:00,10:00,6200,213,6200,115,74
weekday,09:00,10:00,8300,613,8300,621,74
weekday,09:00,10:00,6200,316,6200,115,74
weekday,09:00,10:00,6200,113,5000,736,73
weekday,09:00,10:00,5000,832,5000,832,73
weekday,09:00,10:00,8400,422,8400,422,73
weekday,09:00,10:00,6100,121,6100,121,73
weekday,09:00,10:00,6600,313,6600,313,73
weekday,09:00,10:00,597,1,597,1,73
weekday,09:00,10:00,6200,511,6200,423,73
weekday,09:00,10:00,6200,111,6200,412,73
weekday,09:00,10:00,6600,514,6200,522,73
weekday,09:00,10:00,6200,413,5000,746,73
weekday,09:00,10:00,5000,736,6200,112,73
weekday,09:00,10:00,6200,115,6200,228,72
weekday,09:00,10:00,2530,1,8300,126,72
weekday,09:00,10:00,5000,233,5000,234,72
weekday,09:00,10:00,6200,222,6200,221,72
weekday,09:00,10:00,6600,115,6600,211,72
weekday,09:00,10:00,6600,321,6600,321,72
weekday,09:00,10:00,6200,223,6200,226,72
weekday,09:00,10:00,5000,132,5000,132,71
weekday,09:00,10:00,6200,228,6200,315,71
weekday,09:00,10:00,6200,413,6200,228,71
weekday,09:00,10:00,6200,522,6600,514,71
weekday,09:00,10:00,9400,2,9400,2,71
weekday,09:00,10:00,5000,713,5000,714,71
weekday,09:00,10:00,634,1,634,1,71
weekday,09:00,10:00,2640,8,2640,8,71
weekday,09:00,10:00,5000,435,5000,436,71
weekday,09:00,10:00,8400,311,8400,311,71
weekday,09:00,10:00,6200,115,6200,213,71
weekday,09:00,10:00,6200,312,6200,114,71
weekday,09:00,10:00,634,4,634,4,71
weekday,09:00,10:00,6200,316,6200,314,71
weekday,09:00,10:00,6200,225,6200,226,70
weekday,09:00,10:00,6200,114,6200,411,70
weekday,09:00,10:00,6600,113,6600,111,70
weekday,09:00,10:00,8300,112,8300,111,70
weekday,09:00,10:00,5000,421,5000,421,70
weekday,09:00,10:00,3000,1345,3000,1345,70
weekday,09:00,10:00,5000,715,5000,711,70
weekday,09:00,10:00,6600,514,6600,523,70
weekday,09:00,10:00,5000,714,5000,713,70
weekday,09:00,10:00,6600,427,8300,621,70
weekday,09:00,10:00,6200,314,6200,316,70
weekday,09:00,10:00,6600,514,6200,511,70
weekday,09:00,10:00,6200,224,6200,226,69
weekday,09:00,10:00,6200,212,8300,621,69
weekday,09:00,10:00,8300,413,8300,413,69
weekday,09:00,10:00,6700,14,6700,14,69
weekday,09:00,10:00,6200,228,6200,322,69
weekday,09:00,10:00,1751,1,1751,1,69
weekday,09:00,10:00,6200,314,6200,221,69
weekday,09:00,10:00,8300,623,8300,622,69
weekday,09:00,10:00,6200,224,6200,215,69
weekday,09:00,10:00,6200,421,8300,621,68
weekday,09:00,10:00,6200,315,6200,222,68
weekday,09:00,10:00,6400,61,6400,62,68
weekday,09:00,10:00,6300,21,6300,21,68
weekday,09:00,10:00,5000,911,5000,911,68
weekday,09:00,10:00,5000,125,5000,125,68
weekday,09:00,10:00,6200,514,6600,512,68
weekday,09:00,10:00,6200,217,6200,312,68
weekday,09:00,10:00,8300,313,8300,313,68
weekday,09:00,10:00,8300,126,2530,1,67
weekday,09:00,10:00,7900,511,7900,511,67
weekday,09:00,10:00,3616,1,3616,1,67
weekday,09:00,10:00,7200,10,8400,111,67
weekday,09:00,10:00,6200,316,6200,412,67
weekday,09:00,10:00,6200,321,6200,111,67
weekday,09:00,10:00,5000,621,5000,913,66
weekday,09:00,10:00,6600,114,6600,211,66
weekday,09:00,10:00,6200,421,6200,312,65
weekday,09:00,10:00,6600,621,6200,421,65
weekday,09:00,10:00,8600,116,8600,116,65
weekday,09:00,10:00,7000,44,7000,44,65
weekday,09:00,10:00,8600,211,8600,211,65
weekday,09:00,10:00,2640,1,2640,1,65
weekday,09:00,10:00,7900,126,7900,124,64
weekday,09:00,10:00,6200,412,5000,735,64
weekday,09:00,10:00,5000,725,5000,736,64
weekday,09:00,10:00,70,145,70,145,64
weekday,09:00,10:00,6600,114,6600,225,64
weekday,09:00,10:00,6200,217,6200,512,64
weekday,09:00,10:00,8300,426,8300,426,64
weekday,09:00,10:00,6200,212,6200,512,64
weekday,09:00,10:00,6200,311,6200,422,64
weekday,09:00,10:00,8600,135,8600,135,64
weekday,09:00,10:00,8500,18,8500,18,64
weekday,09:00,10:00,2530,1,1749,1,64
weekday,09:00,10:00,6100,415,6100,415,63
weekday,09:00,10:00,8300,533,8300,533,63
weekday,09:00,10:00,5000,926,5000,923,63
weekday,09:00,10:00,8300,427,8300,427,63
weekday,09:00,10:00,8300,516,8300,516,63
weekday,09:00,10:00,5000,436,5000,435,63
weekday,09:00,10:00,5000,815,5000,557,63
weekday,09:00,10:00,6200,422,6200,228,63
weekday,09:00,10:00,6200,422,6200,311,63
weekday,09:00,10:00,5000,517,5000,517,63
weekday,09:00,10:00,70,341,70,341,63
weekday,09:00,10:00,6400,64,6400,64,63
weekday,09:00,10:00,8300,422,8300,422,63
weekday,09:00,10:00,7800,8,7800,8,63
weekday,09:00,10:00,8300,613,8300,622,63
weekday,09:00,10:00,6600,225,6600,114,63
weekday,09:00,10:00,6200,226,6200,225,62
weekday,09:00,10:00,5000,412,5000,412,62
weekday,09:00,10:00,8300,623,8300,613,62
weekday,09:00,10:00,6200,523,6200,511,62
weekday,09:00,10:00,8600,136,8600,136,62
weekday,09:00,10:00,6200,221,6200,314,62
weekday,09:00,10:00,6600,514,6600,512,62
weekday,09:00,10:00,6200,226,6200,213,62
weekday,09:00,10:00,5000,226,5000,226,62
weekday,09:00,10:00,6200,111,6600,626,62
weekday,09:00,10:00,6200,314,6200,114,62
weekday,09:00,10:00,5000,521,5000,511,62
weekday,09:00,10:00,6200,224,6200,214,62
weekday,09:00,10:00,6600,626,6200,412,62
weekday,09:00,10:00,6200,312,6200,413,62
weekday,09:00,10:00,8300,624,6200,228,61
weekday,09:00,10:00,8300,613,8300,623,61
weekday,09:00,10:00,6200,511,6200,523,61
weekday,09:00,10:00,6200,214,6200,224,61
weekday,09:00,10:00,6200,227,6200,226,61
weekday,09:00,10:00,5000,931,5000,931,61
weekday,09:00,10:00,6600,115,6600,114,61
weekday,09:00,10:00,6500,23,6500,23,61
weekday,09:00,10:00,6200,316,6200,313,61
weekday,09:00,10:00,6200,313,6200,226,61
weekday,09:00,10:00,6200,213,6200,221,61
weekday,09:00,10:00,6200,314,6200,113,61
weekday,09:00,10:00,6200,213,6200,113,61
weekday,09:00,10:00,6200,217,6200,322,61
weekday,09:00,10:00,6200,228,6200,413,61
weekday,09:00,10:00,2400,13,2400,13,61
weekday,09:00,10:00,8300,621,8300,613,60
weekday,09:00,10:00,6200,313,6200,316,60
weekday,09:00,10:00,6200,413,6200,312,60
weekday,09:00,10:00,2600,12,2600,12,60
weekday,09:00,10:00,5000,942,5000,942,60
weekday,09:00,10:00,582,1,582,1,60
weekday,09:00,10:00,5000,542,5000,557,60
weekday,09:00,10:00,6200,413,6200,113,60
weekday,09:00,10:00,7900,312,7900,312,60
weekday,09:00,10:00,5000,234,5000,233,60
weekday,09:00,10:00,5000,346,5000,346,60
weekday,09:00,10:00,6400,62,6400,61,60
weekday,09:00,10:00,6200,217,6200,522,59
weekday,09:00,10:00,6600,523,6600,514,59
weekday,09:00,10:00,5000,731,5000,711,59
weekday,09:00,10:00,6200,314,6200,321,59
weekday,09:00,10:00,6100,111,5000,234,59
weekday,09:00,10:00,6600,511,6200,228,59
weekday,09:00,10:00,6600,211,6600,115,59
weekday,09:00,10:00,3000,1114,3000,1114,59
weekday,09:00,10:00,6200,212,6200,111,59
weekday,09:00,10:00,6200,222,6200,315,59
weekday,09:00,10:00,716,1,716,1,59
weekday,09:00,10:00,6200,313,6200,224,58
weekday,09:00,10:00,5000,349,5000,349,58
weekday,09:00,10:00,6200,413,5000,735,58
weekday,09:00,10:00,6600,512,6200,514,58
weekday,09:00,10:00,2400,7,2400,7,58
weekday,09:00,10:00,6200,226,6200,227,58
weekday,09:00,10:00,6200,113,5000,725,58
weekday,09:00,10:00,8300,625,8300,613,58
weekday,09:00,10:00,1200,34,1200,34,58
weekday,09:00,10:00,6200,212,6200,215,58
weekday,09:00,10:00,5000,831,5000,714,58
weekday,09:00,10:00,6200,321,6200,314,58
weekday,09:00,10:00,5000,135,5000,134,58
weekday,09:00,10:00,5000,746,6200,413,57
weekday,09:00,10:00,6200,322,6200,217,57
weekday,09:00,10:00,5000,913,5000,621,57
weekday,09:00,10:00,6200,411,6200,421,57
weekday,09:00,10:00,8300,513,8300,513,57
weekday,09:00,10:00,6900,22,6900,22,57
weekday,09:00,10:00,8600,133,8600,133,57
weekday,09:00,10:00,757,1,757,1,57
weekday,09:00,10:00,681,3,681,3,57
weekday,09:00,10:00,6200,215,8300,621,57
weekday,09:00,10:00,6600,114,6600,115,57
weekday,09:00,10:00,5000,725,5000,735,57
weekday,09:00,10:00,6200,224,6200,313,57
weekday,09:00,10:00,6600,513,8300,621,57
weekday,09:00,10:00,5000,912,5000,913,57
weekday,09:00,10:00,7900,124,7900,126,57
weekday,09:00,10:00,6200,312,6200,217,57
weekday,09:00,10:00,6200,421,6600,514,57
weekday,09:00,10:00,6200,228,6600,514,57
weekday,09:00,10:00,7000,23,7000,23,56
weekday,09:00,10:00,6200,228,6200,115,56
weekday,09:00,10:00,5000,543,5000,557,56
weekday,09:00,10:00,5000,342,5000,342,56
weekday,09:00,10:00,5000,923,5000,926,56
weekday,09:00,10:00,5000,711,5000,731,56
weekday,09:00,10:00,798,1,1748,1,56
weekday,09:00,10:00,686,1,686,1,56
weekday,09:00,10:00,6200,226,8300,621,56
weekday,09:00,10:00,6200,221,6200,213,56
weekday,09:00,10:00,6200,514,6600,523,56
weekday,09:00,10:00,1057,1,1057,1,56
weekday,09:00,10:00,6200,314,6200,215,56
weekday,09:00,10:00,8400,412,8400,412,55
weekday,09:00,10:00,6200,112,5000,736,55
weekday,09:00,10:00,8300,515,8300,621,55
weekday,09:00,10:00,6200,222,6200,226,55
weekday,09:00,10:00,8300,614,8300,613,55
weekday,09:00,10:00,6600,423,6600,423,55
weekday,09:00,10:00,6100,211,6100,211,55
weekday,09:00,10:00,6200,114,6200,312,55
weekday,09:00,10:00,6200,111,6200,228,55
weekday,09:00,10:00,5000,915,5000,915,55
weekday,09:00,10:00,6200,411,6200,111,55
weekday,09:00,10:00,6200,421,6200,311,54
weekday,09:00,10:00,8300,225,8300,225,54
weekday,09:00,10:00,182,1,182,1,54
weekday,09:00,10:00,6200,313,6200,522,54
weekday,09:00,10:00,7900,127,7900,127,54
weekday,09:00,10:00,6200,316,6200,111,54
weekday,09:00,10:00,1749,1,2530,1,54
weekday,09:00,10:00,6200,114,8300,621,54
weekday,09:00,10:00,5000,744,5000,743,54
weekday,09:00,10:00,6200,421,6200,411,54
weekday,09:00,10:00,6200,511,6200,223,54
weekday,09:00,10:00,594,1,594,1,54
weekday,09:00,10:00,1748,1,798,1,54
weekday,09:00,10:00,8600,132,8600,132,54
weekday,09:00,10:00,5000,714,5000,831,54
weekday,09:00,10:00,6200,322,8300,621,53
weekday,09:00,10:00,6200,114,6200,412,53
weekday,09:00,10:00,6200,215,6200,222,53
weekday,09:00,10:00,8300,617,8300,621,53
weekday,09:00,10:00,7000,21,7000,21,53
weekday,09:00,10:00,6200,421,6200,511,53
weekday,09:00,10:00,6200,214,8300,621,53
weekday,09:00,10:00,6200,221,6200,223,53
weekday,09:00,10:00,6200,228,6600,511,53
weekday,09:00,10:00,6200,421,6200,113,53
weekday,09:00,10:00,8300,611,8300,613,52
weekday,09:00,10:00,7900,131,7900,131,52
weekday,09:00,10:00,5000,735,6200,111,52
weekday,09:00,10:00,6600,211,6600,114,52
weekday,09:00,10:00,6600,514,6200,421,52
weekday,09:00,10:00,6200,413,8300,621,52
weekday,09:00,10:00,2660,2,2660,2,52
weekday,09:00,10:00,3000,924,3000,924,52
weekday,09:00,10:00,6200,312,6200,512,52
weekday,09:00,10:00,6200,228,6200,321,52
weekday,09:00,10:00,5000,731,5000,732,52
weekday,09:00,10:00,3000,511,3000,511,52
weekday,09:00,10:00,7400,534,7400,534,52
weekday,09:00,10:00,5000,333,5000,333,52
weekday,09:00,10:00,6200,113,6200,213,52
weekday,09:00,10:00,5000,927,5000,928,51
weekday,09:00,10:00,6200,228,6200,422,51
weekday,09:00,10:00,5000,928,5000,927,51
weekday,09:00,10:00,8600,314,8600,314,51
weekday,09:00,10:00,6600,512,6600,514,51
weekday,09:00,10:00,6200,228,6200,111,51
weekday,09:00,10:00,6200,514,6600,513,51
weekday,09:00,10:00,5000,554,5000,554,51
weekday,09:00,10:00,6200,421,6600,626,51
weekday,09:00,10:00,6200,226,6200,223,51
weekday,09:00,10:00,6200,111,6200,411,51
weekday,09:00,10:00,2400,12,2400,12,51
weekday,09:00,10:00,247,1,247,1,51
weekday,09:00,10:00,8600,113,6100,117,51
weekday,09:00,10:00,8300,523,8300,523,51
weekday,09:00,10:00,6600,225,6600,112,51
weekday,09:00,10:00,5000,735,5000,736,51
weekday,09:00,10:00,5000,234,6100,111,51
weekday,09:00,10:00,8600,123,8600,123,51
weekday,09:00,10:00,7400,322,7400,322,51
weekday,09:00,10:00,804,1,804,1,50
weekday,09:00,10:00,8300,621,6600,427,50
weekday,09:00,10:00,6300,43,6300,43,50
weekday,09:00,10:00,5000,812,5000,811,50
weekday,09:00,10:00,6600,513,6200,522,50
weekday,09:00,10:00,8300,616,8300,616,50
weekday,09:00,10:00,5000,312,5000,311,50
weekday,09:00,10:00,6200,511,6200,421,50
weekday,09:00,10:00,592,1,592,1,50
weekday,09:00,10:00,6200,511,6200,222,50
weekday,09:00,10:00,5000,343,5000,344,50
weekday,09:00,10:00,5000,711,5000,715,50
weekday,09:00,10:00,6100,411,6100,411,50
weekday,09:00,10:00,8700,28,8700,28,50
weekday,09:00,10:00,6200,213,6200,226,50
weekday,09:00,10:00,6200,322,6200,115,50
