day,time_start,time_end,origin_code,origin_sta_code,destination_code,destination_sta_code,load
weekday,09:00,10:00,5000,114,5000,114,219
weekday,09:00,10:00,6200,512,6200,522,219
weekday,09:00,10:00,5000,432,5000,432,218
weekday,09:00,10:00,6600,111,6600,112,215
weekday,09:00,10:00,6200,228,6200,311,214
weekday,09:00,10:00,6200,215,6200,221,213
weekday,09:00,10:00,6200,411,6200,413,213
weekday,09:00,10:00,5000,745,5000,745,212
weekday,09:00,10:00,6200,421,6200,512,212
weekday,09:00,10:00,6200,313,6200,311,211
weekday,09:00,10:00,6200,221,6200,215,211
weekday,09:00,10:00,6200,111,6200,114,210
weekday,09:00,10:00,6200,413,6200,411,210
weekday,09:00,10:00,6200,114,6200,315,209
weekday,09:00,10:00,6200,314,6200,313,208
weekday,09:00,10:00,6200,522,6200,523,208
weekday,09:00,10:00,6200,322,6200,316,207
weekday,09:00,10:00,6200,228,6200,512,207
weekday,09:00,10:00,5000,543,5000,543,207
weekday,09:00,10:00,5000,826,5000,826,207
weekday,09:00,10:00,7900,111,7900,111,206
weekday,09:00,10:00,6600,625,6600,625,206
weekday,09:00,10:00,5000,233,5000,233,206
weekday,09:00,10:00,6200,522,6200,514,205
weekday,09:00,10:00,5000,613,5000,626,204
weekday,09:00,10:00,6200,413,6200,422,204
weekday,09:00,10:00,7100,324,7100,324,203
weekday,09:00,10:00,6200,111,5000,725,202
weekday,09:00,10:00,6600,514,6200,514,202
weekday,09:00,10:00,6200,523,6600,513,201
weekday,09:00,10:00,8300,614,8300,622,201
weekday,09:00,10:00,6200,313,6200,222,200
weekday,09:00,10:00,6200,217,6200,113,199
weekday,09:00,10:00,6200,514,6200,522,198
weekday,09:00,10:00,6200,226,6200,215,198
weekday,09:00,10:00,6200,113,6200,322,198
weekday,09:00,10:00,6200,222,6200,214,197
weekday,09:00,10:00,6200,114,6200,217,197
weekday,09:00,10:00,6600,626,6200,413,197
weekday,09:00,10:00,6200,214,6200,228,196
weekday,09:00,10:00,6200,523,6200,514,195
weekday,09:00,10:00,7900,132,7900,132,195
weekday,09:00,10:00,5000,532,5000,532,195
weekday,09:00,10:00,6200,222,6200,224,194
weekday,09:00,10:00,6200,113,6200,316,194
weekday,09:00,10:00,6200,413,6200,412,194
weekday,09:00,10:00,5000,437,8600,124,194
weekday,09:00,10:00,6200,421,6200,514,194
weekday,09:00,10:00,5000,928,5000,626,193
weekday,09:00,10:00,6200,316,6200,113,191
weekday,09:00,10:00,8300,514,8300,514,191
weekday,09:00,10:00,8300,622,8300,614,191
weekday,09:00,10:00,6200,514,6600,514,191
weekday,09:00,10:00,6200,222,6200,313,190
weekday,09:00,10:00,6200,316,6200,212,190
weekday,09:00,10:00,6200,217,8300,613,189
weekday,09:00,10:00,5000,343,5000,343,189
weekday,09:00,10:00,5000,113,5000,113,189
weekday,09:00,10:00,6200,313,6200,314,189
weekday,09:00,10:00,6200,114,6200,111,188
weekday,09:00,10:00,5000,311,5000,311,186
weekday,09:00,10:00,6200,215,6200,226,185
weekday,09:00,10:00,6200,523,6200,522,185
weekday,09:00,10:00,6200,224,6200,222,183
weekday,09:00,10:00,6200,322,6200,113,182
weekday,09:00,10:00,1749,1,1749,1,180
weekday,09:00,10:00,8300,521,8300,521,180
weekday,09:00,10:00,6200,322,6200,114,180
weekday,09:00,10:00,5000,131,5000,131,179
weekday,09:00,10:00,2650,35,2650,35,179
weekday,09:00,10:00,6300,13,6300,13,178
weekday,09:00,10:00,5000,813,5000,813,177
weekday,09:00,10:00,6600,223,6600,223,177
weekday,09:00,10:00,5000,812,5000,812,177
weekday,09:00,10:00,5000,816,5000,816,176
weekday,09:00,10:00,6200,422,6600,613,176
weekday,09:00,10:00,8300,613,6200,217,175
weekday,09:00,10:00,6200,514,6200,523,174
weekday,09:00,10:00,5000,325,5000,325,173
weekday,09:00,10:00,6200,412,6200,322,173
weekday,09:00,10:00,6200,514,6200,421,173
weekday,09:00,10:00,5000,936,5000,936,172
weekday,09:00,10:00,5000,413,5000,413,172
weekday,09:00,10:00,6200,412,6200,413,172
weekday,09:00,10:00,5000,725,6200,111,171
weekday,09:00,10:00,8300,223,8300,223,171
weekday,09:00,10:00,6200,114,6200,322,171
weekday,09:00,10:00,6200,228,6200,214,171
weekday,09:00,10:00,6200,511,6200,514,170
weekday,09:00,10:00,1304,1,1304,1,170
weekday,09:00,10:00,6200,322,6200,412,170
weekday,09:00,10:00,6600,613,6200,422,169
weekday,09:00,10:00,6200,423,6200,228,169
weekday,09:00,10:00,2650,11,2650,11,168
weekday,09:00,10:00,5000,927,5000,927,168
weekday,09:00,10:00,5000,315,5000,315,168
weekday,09:00,10:00,8300,624,8300,624,167
weekday,09:00,10:00,6200,513,6200,521,167
weekday,09:00,10:00,565,3,565,3,167
weekday,09:00,10:00,8600,124,5000,437,167
weekday,09:00,10:00,6600,414,6600,414,167
weekday,09:00,10:00,6200,512,6200,421,164
weekday,09:00,10:00,5000,733,5000,733,164
weekday,09:00,10:00,6200,521,6200,513,164
weekday,09:00,10:00,6200,511,6200,513,163
weekday,09:00,10:00,6200,212,6200,213,163
weekday,09:00,10:00,6200,212,6200,316,163
weekday,09:00,10:00,5000,321,5000,321,162
weekday,09:00,10:00,6200,212,6200,228,162
weekday,09:00,10:00,6200,421,6600,612,162
weekday,09:00,10:00,6200,215,6200,228,162
weekday,09:00,10:00,5000,626,5000,928,162
weekday,09:00,10:00,8300,621,8300,622,162
weekday,09:00,10:00,6200,321,6200,411,162
weekday,09:00,10:00,8600,111,8600,111,162
weekday,09:00,10:00,6200,313,6200,214,161
weekday,09:00,10:00,8300,614,8300,621,161
weekday,09:00,10:00,6200,315,6200,113,161
weekday,09:00,10:00,6600,412,6600,412,161
weekday,09:00,10:00,6200,322,6200,413,160
weekday,09:00,10:00,6600,626,5000,744,160
weekday,09:00,10:00,6200,514,6200,511,160
weekday,09:00,10:00,8300,617,8300,617,160
weekday,09:00,10:00,6200,411,6200,321,158
weekday,09:00,10:00,8300,622,8300,621,158
weekday,09:00,10:00,6200,214,6200,313,157
weekday,09:00,10:00,5000,723,5000,723,157
weekday,09:00,10:00,6200,113,6200,217,157
weekday,09:00,10:00,6200,314,6200,228,157
weekday,09:00,10:00,1729,1,1729,1,156
weekday,09:00,10:00,2600,13,2600,13,156
weekday,09:00,10:00,565,1,6600,111,153
weekday,09:00,10:00,6200,413,6200,322,153
weekday,09:00,10:00,6400,53,6400,53,152
weekday,09:00,10:00,6200,224,6200,223,152
weekday,09:00,10:00,6200,113,6200,315,152
weekday,09:00,10:00,6200,313,6200,212,151
weekday,09:00,10:00,5000,721,5000,721,150
weekday,09:00,10:00,565,2,565,2,150
weekday,09:00,10:00,5000,134,5000,134,150
weekday,09:00,10:00,5000,523,5000,523,150
weekday,09:00,10:00,5000,411,5000,411,150
weekday,09:00,10:00,6600,111,565,1,149
weekday,09:00,10:00,6600,311,6600,311,149
weekday,09:00,10:00,6200,212,6200,113,148
weekday,09:00,10:00,6200,514,6200,513,148
weekday,09:00,10:00,6200,228,6200,423,148
weekday,09:00,10:00,6200,513,6200,514,147
weekday,09:00,10:00,5000,833,5000,833,147
weekday,09:00,10:00,6200,228,6200,521,146
weekday,09:00,10:00,6200,423,6200,313,146
weekday,09:00,10:00,6200,521,6200,228,146
weekday,09:00,10:00,9700,34,9700,34,146
weekday,09:00,10:00,5000,937,5000,937,145
weekday,09:00,10:00,6200,112,6200,113,143
weekday,09:00,10:00,8300,512,8300,512,143
weekday,09:00,10:00,5000,926,5000,926,143
weekday,09:00,10:00,9400,4,9400,4,142
weekday,09:00,10:00,587,1,587,1,142
weekday,09:00,10:00,6200,511,6200,313,142
weekday,09:00,10:00,331,1,331,1,141
weekday,09:00,10:00,7200,11,7200,11,141
weekday,09:00,10:00,5000,612,5000,613,141
weekday,09:00,10:00,6200,512,6200,422,140
weekday,09:00,10:00,6200,321,6200,312,140
weekday,09:00,10:00,6600,612,6200,421,140
weekday,09:00,10:00,6200,217,6200,315,140
weekday,09:00,10:00,6200,225,6200,221,139
weekday,09:00,10:00,6200,521,6600,513,139
weekday,09:00,10:00,6200,312,6200,311,139
weekday,09:00,10:00,8300,315,8300,315,139
weekday,09:00,10:00,6200,311,6200,511,138
weekday,09:00,10:00,6200,313,6200,223,137
weekday,09:00,10:00,6600,514,6200,512,137
weekday,09:00,10:00,8300,121,8300,121,137
weekday,09:00,10:00,5000,512,5000,512,136
weekday,09:00,10:00,5000,345,5000,345,136
weekday,09:00,10:00,6200,316,6200,312,136
weekday,09:00,10:00,6200,312,6200,316,135
weekday,09:00,10:00,6200,228,6200,212,135
weekday,09:00,10:00,6200,113,6200,112,135
weekday,09:00,10:00,9700,13,9700,13,135
weekday,09:00,10:00,788,1,788,1,135
weekday,09:00,10:00,6200,512,6200,228,134
weekday,09:00,10:00,5000,743,5000,743,134
weekday,09:00,10:00,6200,228,6200,221,134
weekday,09:00,10:00,6200,223,6200,224,133
weekday,09:00,10:00,5000,613,5000,612,133
weekday,09:00,10:00,6200,111,6200,217,132
weekday,09:00,10:00,5000,431,5000,431,132
weekday,09:00,10:00,8300,621,8300,614,132
weekday,09:00,10:00,5000,736,6200,412,132
weekday,09:00,10:00,6300,41,6300,41,132
weekday,09:00,10:00,6200,221,6200,225,132
weekday,09:00,10:00,6200,513,6200,511,131
weekday,09:00,10:00,8600,416,8600,416,131
weekday,09:00,10:00,6200,315,6200,217,131
weekday,09:00,10:00,6600,624,6600,624,131
weekday,09:00,10:00,6200,228,6600,513,130
weekday,09:00,10:00,6200,212,6200,313,130
weekday,09:00,10:00,6200,212,6200,222,130
weekday,09:00,10:00,6200,213,6200,212,130
weekday,09:00,10:00,5000,424,5000,424,130
weekday,09:00,10:00,5000,744,6600,626,130
weekday,09:00,10:00,2400,10,2400,10,129
weekday,09:00,10:00,6200,228,6200,314,129
weekday,09:00,10:00,5000,822,5000,822,129
weekday,09:00,10:00,6600,626,5000,746,129
weekday,09:00,10:00,6200,313,6200,423,129
weekday,09:00,10:00,6200,223,6200,313,129
weekday,09:00,10:00,6200,514,6200,228,129
weekday,09:00,10:00,8300,621,6600,426,129
weekday,09:00,10:00,6600,425,6600,425,129
weekday,09:00,10:00,6200,228,6200,215,129
weekday,09:00,10:00,6200,522,6200,521,128
weekday,09:00,10:00,6200,217,8300,621,128
weekday,09:00,10:00,6200,111,5000,722,127
weekday,09:00,10:00,5000,115,5000,115,127
weekday,09:00,10:00,6200,228,6200,514,127
weekday,09:00,10:00,6200,313,6200,511,126
weekday,09:00,10:00,6200,312,6200,321,126
weekday,09:00,10:00,6200,422,6200,512,126
weekday,09:00,10:00,6200,222,6200,225,126
weekday,09:00,10:00,8300,613,6200,522,126
weekday,09:00,10:00,6200,521,6200,512,126
weekday,09:00,10:00,6200,412,5000,736,126
weekday,09:00,10:00,6200,511,6200,311,126
weekday,09:00,10:00,5000,722,6200,111,126
weekday,09:00,10:00,6200,522,6200,513,125
weekday,09:00,10:00,3570,1,3570,1,125
weekday,09:00,10:00,2650,37,2650,37,125
weekday,09:00,10:00,6600,426,8300,621,125
weekday,09:00,10:00,6600,612,6200,422,124
weekday,09:00,10:00,6200,321,6200,115,123
weekday,09:00,10:00,6200,111,5000,736,123
weekday,09:00,10:00,6200,115,6200,321,123
weekday,09:00,10:00,8600,138,8600,138,123
weekday,09:00,10:00,6200,225,6200,215,123
weekday,09:00,10:00,5000,336,5000,336,122
weekday,09:00,10:00,6200,512,6200,521,122
weekday,09:00,10:00,6200,228,6200,225,122
weekday,09:00,10:00,5000,213,5000,213,122
weekday,09:00,10:00,8300,625,6200,226,122
weekday,09:00,10:00,8400,423,8400,423,122
weekday,09:00,10:00,6600,324,6600,324,122
weekday,09:00,10:00,6200,413,6200,111,121
weekday,09:00,10:00,8300,615,8300,615,121
weekday,09:00,10:00,6200,314,6200,217,120
weekday,09:00,10:00,6200,311,6200,312,120
weekday,09:00,10:00,6200,512,6600,514,120
weekday,09:00,10:00,6600,332,6600,332,120
weekday,09:00,10:00,6200,221,6200,217,119
weekday,09:00,10:00,6600,623,6600,623,119
weekday,09:00,10:00,6200,225,6200,217,119
weekday,09:00,10:00,8300,621,6200,228,119
weekday,09:00,10:00,6200,321,6200,412,119
weekday,09:00,10:00,6200,111,6200,112,118
weekday,09:00,10:00,6200,225,6200,228,118
weekday,09:00,10:00,6200,421,6200,228,118
weekday,09:00,10:00,6200,217,6200,111,118
weekday,09:00,10:00,6200,412,5000,747,118
weekday,09:00,10:00,6200,311,6200,512,118
weekday,09:00,10:00,6200,321,6200,313,118
weekday,09:00,10:00,6200,521,6200,522,117
weekday,09:00,10:00,8600,124,8600,125,117
